SMILES,Cls
CC1=C(C(C2=C(N1)CC(CC2=O)(C)C)C3=C(C(=CC=C3)OC)OC)C(=O)NC4=NC5=CC=CC=C5S4,0
CC1=CC(=NO1)C(=O)NC2=NN=C(S2)C3=CC=CC=C3,0
CCCCCCCCCCCCCCCC(C(CO)N)O,0
COC1=CC=C(C=C1)C(=O)C2=CC3=CC(=C(C=C3O2)O)OC,0
CC1=CC=CC=C1C2=NC3=C(C4=C(S3)CCC4)C(=O)O2,0
CC1=CC(=O)OC(=C1C(=O)NC23CC4CC(C2)CC(C4)C3)C,0
CC1=CC=C(C=C1)C(C(=O)NCC2CCCO2)N(C3=CC4=C(C=C3)OCCO4)C(=O)C5=C(C(=NS5)C(=O)N)N,0
CCOC1=CC=CC=C1N2CCN(CC2)C(=O)C(C3=CC=CC=C3)SC4=CC=CC=C4,0
CC1=C(C(=NO1)C)C2=CC(=C(C=C2)OC)S(=O)(=O)NC3CCCNC3,0
CC1=C(C(=NO1)C)C2=CC(=C(C=C2)OC)S(=O)(=O)NC3=CC=C(C=C3)OC,0
C[C@H]1[C@H](C(=O)N1)NC(=O)OCCCCC2CCCCC2,0
COC1=C(C=CC(=C1)/C=N/N=C(N)N)OCC2=CC=C(C=C2)Cl,0
C1CCN(C1)C(=O)CCCCCCC2=CC=CC=C2,0
C1CC(=O)N(C1=O)C2=NC3=NC(=CC(=O)N3N2)C4=CC=CC=C4,0
C1=CC=C(C(=C1)C(=O)C2=CN=C(S2)NC3=C(C(=CC=C3)[N+](=O)[O-])F)Cl,0
CN(C1CCCCC1)C2=CC(=O)N3C=CC=CC3=N2,0
C1CN(CCN1CCO)C2=NC3=CC=CC=C3C(=N2)NCC4=CC=CO4.Cl,0
COC(=O)COC1=CC2=C(C=C1)C(=CC(=O)O2)C3=CC(=CC=C3)[N+](=O)[O-],0
C1C(C(=O)N(C1=O)C2=CC=C(C=C2)S(=O)(=O)N)CC(=O)C3=CC=C(C=C3)Cl,0
CCC[C@@H](CN1CCC[C@H]1CN2[C@@H](CN=C2N)CC(C)C)N3C[C@H](N(C3=N)CCC4=CC(=C(C=C4)Cl)Cl)CC5=CC=CC=C5,0
C#CCOCCOCCOCCNC1=NC(=NC(=N1)N2CCN(CC2)C(=O)[C@H](CCCCN)N3C=C(N=N3)[C@H](CC(=O)N)N)N4CCN(CC4)C(=O)[C@H](CCCCN)N5C=C(N=N5)[C@H](CC(=O)N)N,0
CC(C)CC(C(=O)NC(C)(C)C)N(CC1=CC=CC=C1Cl)C(=O)C2=C(C(=NS2)C(=O)N)N,0
COC(=O)C1=C(NC2=CC=CC=C21)N(CC=C)CC=C,0
CN(CC1=CC(=C(C=C1)Cl)Cl)C(=O)C2=CC(=CC=C2)S(=O)(=O)N3CCN(CC3)CC4=CC=CC=C4,0
CCCCC1=CC(=CC(=C1)OC2=CC=CC(=N2)C3=C(N=NN3C4CCNCC4)C)CCCC,0
CC1=CC2=C(C=C1)NC(=O)C(=C2)CN(CC3CCCO3)C(=O)C4=CC=NC=C4,0
